INFO:root:Epoch 1, Batch Loss: 40.726470947265625
INFO:root:Epoch 54, Batch Loss: 11.285888671875
INFO:root:Epoch 55, Batch Loss: 10.87725830078125
INFO:root:Epoch 56, Batch Loss: 11.7073974609375
INFO:root:Epoch 57, Batch Loss: 11.62060546875
INFO:root:Epoch 58, Batch Loss: 11.6605224609375
INFO:root:Epoch 59, Batch Loss: 11.683349609375
INFO:root:Epoch 60, Batch Loss: 11.61383056640625
INFO:root:Epoch 61, Batch Loss: 12.22119140625
INFO:root:Epoch 62, Batch Loss: 10.83544921875
INFO:root:Epoch 63, Batch Loss: 10.85992431640625
INFO:root:Epoch 64, Batch Loss: 10.93634033203125
INFO:root:Epoch 65, Batch Loss: 11.38543701171875
INFO:root:Epoch 66, Batch Loss: 11.32183837890625
INFO:root:Epoch 67, Batch Loss: 11.36224365234375
INFO:root:Epoch 68, Batch Loss: 10.69842529296875
INFO:root:Epoch 69, Batch Loss: 10.5001220703125
INFO:root:Epoch 70, Batch Loss: 10.37628173828125
INFO:root:Epoch 71, Batch Loss: 10.09051513671875
INFO:root:Epoch 72, Batch Loss: 10.5037841796875
INFO:root:Epoch 73, Batch Loss: 9.9898681640625
INFO:root:Epoch 74, Batch Loss: 11.10223388671875
INFO:root:Epoch 75, Batch Loss: 9.96270751953125
INFO:root:Epoch 76, Batch Loss: 10.09051513671875
INFO:root:Epoch 77, Batch Loss: 9.85601806640625
INFO:root:Epoch 78, Batch Loss: 10.05377197265625
INFO:root:Epoch 79, Batch Loss: 9.51953125
INFO:root:Epoch 80, Batch Loss: 10.59228515625
INFO:root:Epoch 81, Batch Loss: 10.3310546875
INFO:root:Epoch 82, Batch Loss: 10.3980712890625
INFO:root:Epoch 83, Batch Loss: 10.22772216796875
INFO:root:Epoch 84, Batch Loss: 11.0008544921875
INFO:root:Epoch 85, Batch Loss: 10.35400390625
INFO:root:Epoch 86, Batch Loss: 10.20184326171875
INFO:root:Epoch 87, Batch Loss: 10.040283203125
INFO:root:Epoch 88, Batch Loss: 10.526611328125
INFO:root:Epoch 89, Batch Loss: 10.3961181640625
INFO:root:Epoch 90, Batch Loss: 10.22003173828125
INFO:root:Epoch 91, Batch Loss: 10.6934814453125
INFO:root:Epoch 92, Batch Loss: 10.45068359375
INFO:root:Epoch 93, Batch Loss: 10.2042236328125
INFO:root:Epoch 94, Batch Loss: 10.24102783203125
INFO:root:Epoch 95, Batch Loss: 10.524658203125
INFO:root:Epoch 96, Batch Loss: 10.084228515625
INFO:root:Epoch 97, Batch Loss: 9.880615234375
INFO:root:Epoch 98, Batch Loss: 10.39642333984375
INFO:root:Epoch 99, Batch Loss: 10.09051513671875
INFO:root:Epoch 100, Batch Loss: 10.37774658203125
INFO:root:Epoch 101, Batch Loss: 10.11572265625
INFO:root:Epoch 102, Batch Loss: 9.96600341796875
INFO:root:Epoch 103, Batch Loss: 9.61395263671875
INFO:root:Epoch 104, Batch Loss: 9.95721435546875
INFO:root:Epoch 105, Batch Loss: 9.86456298828125
INFO:root:Epoch 106, Batch Loss: 10.40924072265625
INFO:root:Epoch 107, Batch Loss: 9.86798095703125
INFO:root:Epoch 108, Batch Loss: 10.2022705078125
INFO:root:Epoch 109, Batch Loss: 10.377685546875
INFO:root:Epoch 110, Batch Loss: 9.9835205078125
INFO:root:Epoch 111, Batch Loss: 10.47967529296875
INFO:root:Epoch 112, Batch Loss: 10.1121826171875
INFO:root:Epoch 113, Batch Loss: 9.89306640625
INFO:root:Epoch 114, Batch Loss: 10.0498046875
INFO:root:Epoch 115, Batch Loss: 9.77001953125
INFO:root:Epoch 116, Batch Loss: 9.660400390625
INFO:root:Epoch 117, Batch Loss: 9.73236083984375
INFO:root:Epoch 118, Batch Loss: 10.10357666015625
INFO:root:Epoch 119, Batch Loss: 10.06671142578125
INFO:root:Epoch 120, Batch Loss: 9.98809814453125
INFO:root:Epoch 121, Batch Loss: 10.93023681640625
INFO:root:Epoch 122, Batch Loss: 10.11102294921875
INFO:root:Epoch 123, Batch Loss: 10.391357421875
INFO:root:Epoch 124, Batch Loss: 10.49444580078125
INFO:root:Epoch 125, Batch Loss: 10.63958740234375
INFO:root:Epoch 126, Batch Loss: 10.037353515625
INFO:root:Epoch 127, Batch Loss: 9.947509765625
INFO:root:Epoch 128, Batch Loss: 10.17413330078125
INFO:root:Epoch 129, Batch Loss: 10.51531982421875
INFO:root:Epoch 130, Batch Loss: 10.26983642578125
INFO:root:Epoch 131, Batch Loss: 10.2691650390625
INFO:root:Epoch 132, Batch Loss: 11.0078125
INFO:root:Epoch 133, Batch Loss: 10.1253662109375
INFO:root:Epoch 134, Batch Loss: 9.67828369140625
INFO:root:Epoch 135, Batch Loss: 10.38134765625
INFO:root:Epoch 136, Batch Loss: 10.366455078125
INFO:root:Epoch 137, Batch Loss: 10.46038818359375
INFO:root:Epoch 138, Batch Loss: 9.8355712890625
INFO:root:Epoch 139, Batch Loss: 10.2127685546875
INFO:root:Epoch 140, Batch Loss: 9.84234619140625
INFO:root:Epoch 141, Batch Loss: 10.54058837890625
INFO:root:Epoch 142, Batch Loss: 10.048095703125
INFO:root:Epoch 143, Batch Loss: 9.7760009765625
INFO:root:Epoch 144, Batch Loss: 10.32147216796875
INFO:root:Epoch 145, Batch Loss: 9.89959716796875
INFO:root:Epoch 146, Batch Loss: 9.61334228515625
INFO:root:Epoch 147, Batch Loss: 9.87969970703125
INFO:root:Epoch 148, Batch Loss: 11.07086181640625
INFO:root:Epoch 149, Batch Loss: 10.80615234375
INFO:root:Epoch 150, Batch Loss: 10.51177978515625
INFO:root:Epoch 151, Batch Loss: 9.838623046875
INFO:root:Epoch 152, Batch Loss: 10.14190673828125
INFO:root:Epoch 153, Batch Loss: 9.91302490234375
INFO:root:Epoch 154, Batch Loss: 10.3955078125
INFO:root:Epoch 155, Batch Loss: 10.34967041015625
INFO:root:Epoch 156, Batch Loss: 10.67730712890625
INFO:root:Epoch 157, Batch Loss: 9.8790283203125
INFO:root:Epoch 158, Batch Loss: 9.65313720703125
INFO:root:Epoch 159, Batch Loss: 9.7718505859375
INFO:root:Epoch 160, Batch Loss: 9.56939697265625
INFO:root:Epoch 161, Batch Loss: 11.80303955078125
INFO:root:Epoch 162, Batch Loss: 10.16790771484375
INFO:root:Epoch 163, Batch Loss: 9.9515380859375
INFO:root:Epoch 164, Batch Loss: 10.4168701171875
INFO:root:Epoch 165, Batch Loss: 10.42205810546875
INFO:root:Epoch 166, Batch Loss: 11.05902099609375
INFO:root:Epoch 167, Batch Loss: 10.44610595703125
INFO:root:Epoch 168, Batch Loss: 10.34808349609375
INFO:root:Epoch 169, Batch Loss: 10.5726318359375
INFO:root:Epoch 170, Batch Loss: 10.82177734375
INFO:root:Epoch 171, Batch Loss: 10.728759765625
INFO:root:Epoch 172, Batch Loss: 10.07843017578125
INFO:root:Epoch 173, Batch Loss: 10.49615478515625
INFO:root:Epoch 174, Batch Loss: 10.35540771484375
INFO:root:Epoch 175, Batch Loss: 10.46026611328125
INFO:root:Epoch 176, Batch Loss: 11.32073974609375
INFO:root:Epoch 177, Batch Loss: 10.93505859375
INFO:root:Epoch 178, Batch Loss: 10.825439453125
INFO:root:Epoch 179, Batch Loss: 10.22637939453125
INFO:root:Epoch 180, Batch Loss: 10.9007568359375
INFO:root:Epoch 181, Batch Loss: 10.2664794921875
INFO:root:Epoch 182, Batch Loss: 10.97039794921875
INFO:root:Epoch 183, Batch Loss: 10.557373046875
INFO:root:Epoch 184, Batch Loss: 10.8040771484375
INFO:root:Epoch 185, Batch Loss: 10.66058349609375
INFO:root:Epoch 186, Batch Loss: 10.2137451171875
INFO:root:Epoch 187, Batch Loss: 10.14556884765625
INFO:root:Epoch 188, Batch Loss: 11.32470703125
INFO:root:Epoch 189, Batch Loss: 10.483642578125
INFO:root:Epoch 190, Batch Loss: 9.9852294921875
INFO:root:Epoch 191, Batch Loss: 10.8214111328125
INFO:root:Epoch 192, Batch Loss: 10.18927001953125
INFO:root:Epoch 193, Batch Loss: 12.42828369140625
INFO:root:Epoch 194, Batch Loss: 11.0718994140625
INFO:root:Epoch 195, Batch Loss: 10.2427978515625
INFO:root:Epoch 196, Batch Loss: 10.11572265625
INFO:root:Epoch 197, Batch Loss: 11.71575927734375
INFO:root:Epoch 198, Batch Loss: 10.79364013671875
INFO:root:Epoch 199, Batch Loss: 10.84869384765625
INFO:root:Epoch 200, Batch Loss: 10.33697509765625
INFO:root:Epoch 201, Batch Loss: 10.58612060546875
INFO:root:Epoch 202, Batch Loss: 10.36993408203125
INFO:root:Epoch 203, Batch Loss: 10.5970458984375
INFO:root:Epoch 204, Batch Loss: 10.45428466796875
INFO:root:Epoch 205, Batch Loss: 11.1220703125
INFO:root:Epoch 206, Batch Loss: 11.37310791015625
INFO:root:Epoch 207, Batch Loss: 10.174072265625
INFO:root:Epoch 208, Batch Loss: 9.90057373046875
INFO:root:Epoch 209, Batch Loss: 9.9833984375
INFO:root:Epoch 210, Batch Loss: 9.63916015625
INFO:root:Epoch 211, Batch Loss: 9.4278564453125
INFO:root:Epoch 212, Batch Loss: 10.24029541015625
INFO:root:Epoch 213, Batch Loss: 9.524169921875
INFO:root:Epoch 214, Batch Loss: 9.80419921875
INFO:root:Epoch 215, Batch Loss: 10.04180908203125
INFO:root:Epoch 216, Batch Loss: 10.01446533203125
INFO:root:Epoch 217, Batch Loss: 10.8251953125
INFO:root:Epoch 218, Batch Loss: 10.4970703125
INFO:root:Epoch 219, Batch Loss: 9.87774658203125
INFO:root:Epoch 220, Batch Loss: 9.59423828125
INFO:root:Epoch 221, Batch Loss: 9.98516845703125
INFO:root:Epoch 222, Batch Loss: 9.9046630859375
INFO:root:Epoch 223, Batch Loss: 9.4608154296875
INFO:root:Epoch 224, Batch Loss: 9.8626708984375
INFO:root:Epoch 225, Batch Loss: 9.8809814453125
INFO:root:Epoch 226, Batch Loss: 9.781494140625
INFO:root:Epoch 227, Batch Loss: 9.94952392578125
INFO:root:Epoch 228, Batch Loss: 9.73565673828125
INFO:root:Epoch 229, Batch Loss: 9.327392578125
INFO:root:Epoch 230, Batch Loss: 9.44854736328125
INFO:root:Epoch 231, Batch Loss: 9.4779052734375
INFO:root:Epoch 232, Batch Loss: 9.56671142578125
INFO:root:Epoch 233, Batch Loss: 9.35760498046875
INFO:root:Epoch 234, Batch Loss: 9.0821533203125
INFO:root:Epoch 235, Batch Loss: 9.33477783203125
INFO:root:Epoch 236, Batch Loss: 9.51513671875
INFO:root:Epoch 237, Batch Loss: 9.28375244140625
INFO:root:Epoch 238, Batch Loss: 8.6488037109375
INFO:root:Epoch 239, Batch Loss: 9.12066650390625
INFO:root:Epoch 240, Batch Loss: 8.7625732421875
INFO:root:Epoch 241, Batch Loss: 8.8232421875
INFO:root:Epoch 242, Batch Loss: 8.8663330078125
INFO:root:Epoch 243, Batch Loss: 8.73223876953125
INFO:root:Epoch 244, Batch Loss: 8.5081787109375
INFO:root:Epoch 245, Batch Loss: 8.77886962890625
INFO:root:Epoch 246, Batch Loss: 8.81500244140625
INFO:root:Epoch 247, Batch Loss: 8.70697021484375
INFO:root:Epoch 248, Batch Loss: 8.47119140625
INFO:root:Epoch 249, Batch Loss: 7.37689208984375
INFO:root:Epoch 250, Batch Loss: 8.55853271484375
INFO:root:Epoch 251, Batch Loss: 7.75396728515625
INFO:root:Epoch 252, Batch Loss: 7.27972412109375
INFO:root:Epoch 253, Batch Loss: 6.6695556640625
INFO:root:Epoch 254, Batch Loss: 6.47918701171875
INFO:root:Epoch 255, Batch Loss: 10.697998046875
INFO:root:Epoch 256, Batch Loss: 6.53125
INFO:root:Epoch 257, Batch Loss: 6.2425537109375
INFO:root:Epoch 258, Batch Loss: 6.270751953125
INFO:root:Epoch 259, Batch Loss: 6.00665283203125
INFO:root:Epoch 260, Batch Loss: 6.012451171875
INFO:root:Epoch 261, Batch Loss: 6.26580810546875
INFO:root:Epoch 262, Batch Loss: 6.65533447265625
INFO:root:Epoch 263, Batch Loss: 6.54058837890625
INFO:root:Epoch 264, Batch Loss: 5.86749267578125
INFO:root:Epoch 265, Batch Loss: 5.42327880859375
INFO:root:Epoch 266, Batch Loss: 5.78668212890625
INFO:root:Epoch 267, Batch Loss: 5.79443359375
INFO:root:Epoch 268, Batch Loss: 5.607177734375
INFO:root:Epoch 269, Batch Loss: 6.867919921875
INFO:root:Epoch 270, Batch Loss: 5.48748779296875
INFO:root:Epoch 271, Batch Loss: 6.19775390625
INFO:root:Epoch 272, Batch Loss: 5.675048828125
INFO:root:Epoch 273, Batch Loss: 5.47003173828125
INFO:root:Epoch 274, Batch Loss: 5.69696044921875
INFO:root:Epoch 275, Batch Loss: 5.8843994140625
INFO:root:Epoch 276, Batch Loss: 5.94580078125
INFO:root:Epoch 277, Batch Loss: 6.27069091796875
INFO:root:Epoch 278, Batch Loss: 6.14141845703125
INFO:root:Epoch 279, Batch Loss: 5.751953125
INFO:root:Epoch 280, Batch Loss: 6.0675048828125
INFO:root:Epoch 281, Batch Loss: 5.6385498046875
INFO:root:Epoch 282, Batch Loss: 5.68621826171875
INFO:root:Epoch 283, Batch Loss: 5.7568359375
INFO:root:Epoch 284, Batch Loss: 5.2640380859375
INFO:root:Epoch 285, Batch Loss: 5.7652587890625
INFO:root:Epoch 286, Batch Loss: 6.36083984375
INFO:root:Epoch 287, Batch Loss: 5.77545166015625
INFO:root:Epoch 288, Batch Loss: 6.07415771484375
INFO:root:Epoch 289, Batch Loss: 6.3240966796875
INFO:root:Epoch 290, Batch Loss: 5.74139404296875
INFO:root:Epoch 291, Batch Loss: 5.59002685546875
INFO:root:Epoch 292, Batch Loss: 5.6090087890625
INFO:root:Epoch 293, Batch Loss: 5.803466796875
INFO:root:Epoch 294, Batch Loss: 5.3848876953125
INFO:root:Epoch 295, Batch Loss: 5.45599365234375
INFO:root:Epoch 296, Batch Loss: 5.56121826171875
INFO:root:Epoch 297, Batch Loss: 5.8699951171875
INFO:root:Epoch 298, Batch Loss: 5.42547607421875
INFO:root:Epoch 299, Batch Loss: 5.42510986328125
INFO:root:Epoch 300, Batch Loss: 5.82867431640625
INFO:root:True Tags: ['B', 'E', 'B', 'E', 'B', 'M', 'M', 'M', 'M', 'M', 'E', 'B', 'M', 'E', 'B', 'M', 'E', 'B', 'E', 'B', 'M', 'E', 'B', 'E', 'B', 'E', 'B', 'E', 'B', 'E', 'S', 'B', 'E', 'B', 'E', 'B', 'E', 'S', 'B', 'E', 'S', 'S', 'B', 'E', 'S', 'B', 'E', 'S', 'S', 'S', 'S', 'B', 'E', 'B', 'E', 'B', 'E', 'S', 'B', 'E', 'B', 'E', 'S', 'S', 'S', 'B', 'E', 'B', 'E', 'S', 'S', 'B', 'E', 'S', 'B', 'E', 'B', 'E', 'B', 'E', 'S', 'B', 'E', 'S', 'B', 'E', 'B', 'E', 'S', 'B', 'E', 'S', 'S', 'S', 'S', 'S', 'B', 'E', 'S', 'B', 'E', 'B', 'E', 'S', 'B', 'E', 'S', 'B', 'E', 'S', 'S', 'B', 'E', 'S', 'S', 'B', 'E', 'S', 'B', 'E', 'S', 'B', 'E', 'B', 'E', 'S', 'S', 'B', 'E', 'B', 'E', 'B', 'E', 'S', 'B', 'E', 'S']
INFO:root:Predicted Tags: 波兰/ 总统克瓦/ 希<UNK>夫斯/ 基１/ ２月/ ３/ １日/ 通过/ 电视台/ 发表/ 新年/ 文告/ 指出/ ，/ 当今/ 波兰/ 社会/ 的/ 特点/ 是/ “/ 稳定/ 和/ 发展/ ”/ 。/ 这/ 是/ 全体/ 波兰/ 人民/ “/ 共同/ 努力/ ”/ 、/ “/ 一/ 起参/ 与/ ”/ 的/ 结果/ 。/ 波兰/ 人民/ 应该/ 为/ 取得/ 的/ 成就/ 感到/ “/ 自豪/ ”/ 。/ 他/ 说/ ，/ 现在/ ，/ 波兰/ 面临/ “/ 困难/ 的/ 挑战/ ”/ ，/ 因而/ ，/ 全社会/ 更/ 需要/ “/ 互相/ 理解/ ”/ ，/ 共同/ 建设/ 美好/ 的/ 波兰/ 。/ 
INFO:root:---------------------
INFO:root:True Tags: ['B', 'E', 'B', 'E', 'B', 'E', 'B', 'E', 'S', 'B', 'E', 'B', 'M', 'M', 'M', 'E', 'B', 'M', 'E', 'B', 'M', 'E', 'S', 'B', 'M', 'E', 'B', 'E', 'B', 'E', 'S', 'B', 'M', 'M', 'E', 'B', 'E', 'B', 'E', 'B', 'E', 'B', 'E', 'B', 'E', 'B', 'E', 'S', 'B', 'E', 'S', 'S', 'B', 'M', 'M', 'E', 'S', 'S', 'B', 'E', 'S', 'S', 'B', 'E', 'B', 'E', 'S', 'S', 'B', 'E', 'B', 'E', 'B', 'E', 'S', 'S', 'B', 'M', 'M', 'E', 'B', 'E', 'S', 'B', 'M', 'M', 'E', 'B', 'E', 'B', 'M', 'M', 'M', 'M', 'M', 'E', 'S', 'S', 'S', 'B', 'E', 'S']
INFO:root:Predicted Tags: 本报/ 昆明/ １月/ ２日/ 电/ 截至/ １９９７年/ １２月/ ３/ １日/ ，/ 云南省/ 全面/ 完成/ 了/ １９９８年度/ 党报/ 党刊/ 订/ 阅发/ 行/ 任务/ ，/ 实现/ 了/ “/ 稳中/ 有/ 升/ ”/ 的/ 目标/ 。/ 具初/ 步统计/ ，/ 在/ 上年/ 订数/ 基础/ 上/ ，/ １９９８年度/ 的/ 人民/ 日报/ 完成/ １０/ ０．６２％/ 。/ （/ 云宣/ 新/ ）/ 
INFO:root:---------------------
INFO:root:True Tags: ['B', 'M', 'M', 'M', 'E', 'B', 'M', 'E', 'B', 'M', 'E', 'S', 'S', 'B', 'E', 'S', 'S', 'S', 'B', 'M', 'M', 'E', 'B', 'E', 'B', 'E', 'S', 'B', 'E', 'B', 'E', 'S', 'S', 'B', 'E', 'B', 'E', 'S', 'B', 'E', 'B', 'E', 'B', 'E', 'B', 'E', 'S', 'B', 'E', 'S', 'B', 'M', 'M', 'E', 'S', 'B', 'E', 'S', 'B', 'E', 'B', 'E', 'S', 'B', 'E', 'S', 'B', 'E', 'B', 'E', 'S', 'B', 'E', 'S', 'S', 'S', 'B', 'E', 'B', 'M', 'M', 'M', 'E', 'B', 'E', 'B', 'E', 'B', 'E', 'B', 'E', 'B', 'E', 'S', 'B', 'E', 'S', 'B', 'E', 'S', 'S', 'B', 'E', 'S', 'S', 'S', 'S', 'S', 'S', 'B', 'E', 'S', 'B', 'E', 'B', 'E', 'S']
INFO:root:Predicted Tags: １９９７年/ １２月/ ３１/ 日夜/ ，/ 严寒/ 袭人/ 。/ 乌鲁木/ 齐/ 国际/ 机场/ 的/ 一个/ 场面/ ，/ 却/ 热/ 烈感/ 人/ 。/ 新/ 疆航/ 空/ 公司/ 经理/ 张瑞/ <UNK>/ 和/ 党委/ 书记/ 刘/ 春池/ ，/ 带/ 领新航/ 的/ 领导/ 和/ 有/ 关部门/ 的/ 同志/ ，/ 在/ 此/ 迎接/ １９９７年/ 最后/ 一/ 个航/ 班胜/ 利归/ 来/ 。/ 岁/ 首/ “/ 放飞/ ”/ ，/ 岁末/ “/ 迎/ 归/ ”/ ，/ 在/ 新航/ 已/ 形成/ 制度/ 。/ 
INFO:root:---------------------
INFO:root:True Tags: ['S', 'B', 'E', 'S', 'B', 'E', 'S', 'S', 'B', 'M', 'E', 'S', 'S', 'S', 'S', 'S', 'B', 'E', 'S', 'B', 'E', 'S', 'B', 'M', 'E', 'S', 'B', 'E', 'S', 'S', 'B', 'E', 'B', 'M', 'E', 'S', 'B', 'E', 'S', 'B', 'M', 'M', 'E', 'S', 'S', 'B', 'M', 'E', 'S', 'B', 'E', 'S', 'S', 'B', 'E', 'B', 'E', 'S', 'B', 'E', 'B', 'E', 'B', 'E', 'S', 'B', 'E', 'S', 'B', 'E', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'B', 'E', 'B', 'E', 'B', 'E', 'S', 'B', 'M', 'M', 'E', 'B', 'E', 'B', 'E', 'S', 'B', 'E', 'S']
INFO:root:Predicted Tags: 贺/ 新年/ ，/ 就/ 要/ 给/ “/ 压岁/ 钱/ ”/ 。/ 在/ 背/ 土/ 造田/ 的/ 同时/ ，/ 象角村/ 还修/ 建/ 了/ ６/ 公里/ 盘山路/ ，/ 更新/ 了/ ２０/ ００/ 多/ 亩/ 次/ 生林/ ，/ 增加/ 了/ 村/ 集体/ 收入/ 。/ 村里/ 决定/ 加大/ 对/ 耕田/ 的/ 投入/ ，/ 使/ 水/ 、/ 肥/ 、/ 种/ 、/ 药等/ 条件/ 得/ 以/ 改善/ ，/ 千方百计/ 提高/ 土地/ 的/ 投入/ 。/ 
INFO:root:---------------------
INFO:root:True Tags: ['S', 'B', 'E', 'S', 'S', 'B', 'M', 'M', 'M', 'E', 'S', 'S', 'B', 'E', 'S', 'S', 'B', 'E', 'B', 'E', 'S', 'B', 'E', 'B', 'E', 'S', 'S', 'S', 'S', 'B', 'E', 'S', 'S', 'S', 'S', 'B', 'E', 'S', 'B', 'E', 'S', 'S', 'B', 'E', 'B', 'E', 'B', 'E', 'S', 'B', 'E', 'S', 'B', 'E', 'B', 'E', 'B', 'E', 'B', 'E', 'B', 'E', 'B', 'E', 'B', 'E', 'S', 'B', 'M', 'E', 'B', 'E', 'S', 'B', 'M', 'M', 'E', 'S', 'B', 'E', 'S', 'S', 'B', 'E', 'B', 'E', 'S', 'B', 'E', 'B', 'E', 'S', 'S', 'B', 'E', 'S', 'B', 'E', 'B', 'E', 'B', 'M', 'M', 'E', 'B', 'E', 'B', 'E', 'B', 'E', 'B', 'E', 'S', 'B', 'E', 'B', 'E', 'B', 'E', 'B', 'E', 'S', 'B', 'E', 'B', 'E', 'B', 'E', 'S', 'B', 'E', 'S', 'B', 'E', 'S', 'B', 'E', 'B', 'E', 'S', 'S', 'B', 'E', 'B', 'E', 'B', 'E', 'B', 'E', 'S', 'B', 'E', 'S', 'B', 'E', 'S', 'B', 'E', 'S', 'S', 'S', 'S', 'B', 'E', 'B', 'E', 'B', 'E', 'S', 'S', 'B', 'M', 'E', 'S', 'B', 'E', 'B', 'M', 'M', 'M', 'E', 'B', 'E', 'B', 'E', 'S', 'B', 'E', 'B', 'E', 'S', 'B', 'E', 'B', 'E', 'S', 'B', 'E', 'S', 'S', 'S', 'B', 'M', 'M', 'E', 'B', 'E', 'B', 'E', 'S', 'B', 'E', 'B', 'E', 'S', 'S', 'B', 'E', 'B', 'E', 'S', 'B', 'M', 'E', 'B', 'E', 'S', 'B', 'E', 'B', 'E', 'B', 'E', 'S', 'B', 'E', 'B', 'E', 'S', 'S', 'S', 'S', 'B', 'E', 'S', 'B', 'E', 'S', 'B', 'E', 'B', 'E', 'S', 'B', 'E', 'B', 'E', 'B', 'E', 'B', 'E', 'B', 'E', 'S', 'B', 'E', 'B', 'E', 'S', 'S', 'S', 'B', 'E', 'B', 'E', 'B', 'E', 'B', 'E', 'B', 'E', 'S', 'B', 'M', 'M', 'E', 'B', 'M', 'E', 'B', 'E', 'S', 'B', 'E', 'B', 'E', 'B', 'E', 'B', 'E', 'S', 'B', 'E', 'S']
